Year,Site Name,County,Enrollment,PBE
2015-2016,SHERWOOD MIDDLE SCHOOL,WASHINGTON  ,689,13
2015-2016,SMALL FRIENDS SCHOOL,WASHINGTON  ,71,0
2015-2016,SMALL WORLD LEARNING CENTER,WASHINGTON  ,50,0
2015-2016,SMOCKVILLE MONTESSORI,WASHINGTON  ,24,0
2015-2016,SORRENTO CHILDREN'S CENTER,WASHINGTON  ,48,0
2015-2016,SOUTH MEADOWS MIDDLE SCHOOL,WASHINGTON  ,734,12
2015-2016,SOUTHRIDGE HIGH SCHOOL,WASHINGTON  ,"1,719",31
2015-2016,SOUTHWEST CHRISTIAN SCHOOL,WASHINGTON  ,201,23
2015-2016,SPRINGVILLE SCHOOL,WASHINGTON  ,903,30
2015-2016,ST. ANDREW LUTHERAN LEARNING CENTER,WASHINGTON  ,43,5
2015-2016,ST. ANTHONY SCHOOL,WASHINGTON  ,326,5
2015-2016,ST. CECILIA SCHOOL,WASHINGTON  ,291,13
2015-2016,ST. FRANCIS OF ASSISI SCHOOL,WASHINGTON  ,81,6
2015-2016,ST. FRANCIS SCHOOL,WASHINGTON  ,176,1
2015-2016,ST. MATTHEW SCHOOL,WASHINGTON  ,256,5
2015-2016,ST. PAUL LUTHERAN SCHOOL,WASHINGTON  ,69,6
2015-2016,ST. PIUS X SCHOOL,WASHINGTON  ,424,9
2015-2016,ST. STEPHENS ACADEMY,WASHINGTON  ,210,35
2015-2016,STOLLER MIDDLE SCHOOL,WASHINGTON  ,"1,381",21
2015-2016,SUNSET HIGH SCHOOL,WASHINGTON  ,"2,101",42
2015-2016,SUNSHINE MONTESSORI,WASHINGTON  ,89,3
2015-2016,SWALLOWTAIL WALDORF SCHOOL AND FARM,WASHINGTON  ,106,30
2015-2016,SWEET PEAS KIDZONE,WASHINGTON  ,61,0
2015-2016,SWEET PEAS PRESCHOOL,WASHINGTON  ,14,1
2015-2016,TEDDY BEAR PRESCHOOL,WASHINGTON  ,25,0
2015-2016,TERRA LINDA ELEMENTARY,WASHINGTON  ,415,27
2015-2016,THE GODDARD SCHOOL (ELAM YOUNG),WASHINGTON  ,118,11
2015-2016,THE GODDARD SCHOOL-A & B BUILDINGS,WASHINGTON  ,181,0
2015-2016,THE LITTLE RED BARN DAYCARE,WASHINGTON  ,11,0
2015-2016,THE WONDER YEARS LEARNING CENTER,WASHINGTON  ,16,2
2015-2016,THOMAS EDISON HIGH SCHOOL,WASHINGTON  ,88,4
2015-2016,TIGARD HIGH SCHOOL,WASHINGTON  ,"1,939",45
2015-2016,TIGARD LEARNING CENTER AND DAY SCHOOL,WASHINGTON  ,40,0
2015-2016,TIGARD PLAYSCHOOL INC.,WASHINGTON  ,55,3
2015-2016,TIGARD-TUALATIN ONLINE ACADEMY,WASHINGTON  ,85,4
2015-2016,TIMBERLINE LEARNING CENTER,WASHINGTON  ,39,0
2015-2016,TINY BLESSINGS,WASHINGTON  ,51,0
2015-2016,TINY HINEY CHILDCARE,WASHINGTON  ,21,0
2015-2016,TINY HINEY DAYCARE LLC - B,WASHINGTON  ,14,0
2015-2016,"TINY HINEY DAYCARE/PRESCHOOL, LLC - B",WASHINGTON  ,16,0
2015-2016,TOBIAS ELEMENTARY,WASHINGTON  ,482,15
2015-2016,TOM MCCALL UPPER ELEMENTARY,WASHINGTON  ,838,14
2015-2016,TOUCHSTONE PRESCHOOL,WASHINGTON  ,74,5
2015-2016,TOUCHSTONE SCHOOL - BEAVERTON,WASHINGTON  ,117,0
2015-2016,TRANSITION PROGRAM (TTSD),WASHINGTON  ,19,2
2015-2016,TRINITY LUTHERAN PRESCHOOL,WASHINGTON  ,68,3
2015-2016,TUALATIN ELEMENTARY,WASHINGTON  ,558,13
2015-2016,TUALATIN HIGH SCHOOL,WASHINGTON  ,"1,850",37
2015-2016,TUALATIN TINY TIMBERWOLVES PRESCHOOL,WASHINGTON  ,38,2
2015-2016,TUALATIN VALLEY ACADEMY,WASHINGTON  ,178,9
2015-2016,TUALATIN VALLEY PRESCHOOL,WASHINGTON  ,23,0
2015-2016,TUALITY LEARNING DAY SCHOOL,WASHINGTON  ,88,0
2015-2016,TURQUOISE LEARNING TREE,WASHINGTON  ,76,0
2015-2016,TWALITY MIDDLE SCHOOL,WASHINGTON  ,"1,023",30
2015-2016,TWIN OAKS CHILD DEVELOPMENT CENTER,WASHINGTON  ,27,0
2015-2016,VALLEY CATHOLIC  MIDDLE SCHOOL,WASHINGTON  ,232,4
2015-2016,VALLEY CATHOLIC EARLY LEARNING SCHOOL,WASHINGTON  ,93,1
2015-2016,VALLEY CATHOLIC ELEMENTARY SCHOOL,WASHINGTON  ,336,6
2015-2016,VALLEY CATHOLIC HIGH  SCHOOL,WASHINGTON  ,367,4
2015-2016,VALLEY CHRISTIAN PRESCHOOL,WASHINGTON  ,75,4
2015-2016,VENTURE KIDZ CHILDRENS CENTER,WASHINGTON  ,50,3
2015-2016,VISITATION CATHOLIC SCHOOL,WASHINGTON  ,166,0
2015-2016,VOSE ELEMENTARY,WASHINGTON  ,675,11
2015-2016,W.L. HENRY ELEMENTARY,WASHINGTON  ,415,3
2015-2016,WE VILLAGE: ORENCO,WASHINGTON  ,35,0
2015-2016,WEE WISDOM PRESCHOOL,WASHINGTON  ,69,3
2015-2016,WEST TUALATIN VIEW ELEMENTARY,WASHINGTON  ,337,26
2015-2016,WEST UNION ELEMENTARY SCHOOL,WASHINGTON  ,352,19
2015-2016,WESTGATE CHRISTIAN SCHOOL,WASHINGTON  ,184,22
2015-2016,WESTSIDE CHRISTIAN HIGH SCHOOL,WASHINGTON  ,212,9
2015-2016,WESTSIDE MONTESSORI INTERNATIONAL,WASHINGTON  ,38,4
2015-2016,WESTSIDE PERFORMING ARTS PRESCHOOL,WASHINGTON  ,23,2
2015-2016,WESTVIEW HIGH SCHOOL,WASHINGTON  ,"2,556",56
2015-2016,WHITFORD MIDDLE SCHOOL,WASHINGTON  ,662,17
2015-2016,WHOLE BABIES PRESCHOOL & CHILDCARE,WASHINGTON  ,16,0
2015-2016,"WHOLE BABIES, INFANT HOUSE",WASHINGTON  ,21,1
2015-2016,WILD ACRES PRESCHOOL,WASHINGTON  ,16,0
2015-2016,WILLLIAM WALKER ELEMENTARY,WASHINGTON  ,511,5
2015-2016,WITCH HAZEL ELEMENTARY,WASHINGTON  ,555,12
2015-2016,WONDER WORLD PRESCHOOL LLC,WASHINGTON  ,40,1
2015-2016,WONDER WORLD PRESCHOOL OF FOREST GROVE,WASHINGTON  ,35,0
2015-2016,YMCA AMBERGLEN,WASHINGTON  ,64,0
2015-2016,YMCA BEAVERTON,WASHINGTON  ,63,1
2015-2016,YMCA PLAYGROUND (ST. VINCENT PROVIDENCE),WASHINGTON  ,98,0
2015-2016,YMCA SHERWOOD,WASHINGTON  ,37,0
2015-2016,YOUNG LEARNERS PRESCHOOL,WASHINGTON  ,228,9
2015-2016,ZION LUTHERAN PRESCHOOL,WASHINGTON  ,31,2
2015-2016,FOSSIL ELEMENTARY,WHEELER,29,0
2015-2016,MITCHELL COOPERATIVE PRESCHOOL,WHEELER,11,2
2015-2016,MITCHELL SCHOOL DISTRICT #55,WHEELER,68,7
2015-2016,SPRAY SCHOOL DISTRICT #1,WHEELER,45,0
2015-2016,WHEELER HIGH SCHOOL,WHEELER,38,1
2015-2016,A FAMILY PLACE RELIEF NURSERY OF YAMHILL COUNTY,YAMHILL ,18,0
2015-2016,ADVENTIST BEGINNING COURTESY DAYCARE/PRESCHOOL,YAMHILL ,35,0
2015-2016,AMITY COMMUNITY PRE-SCHOOL,YAMHILL ,29,1
2015-2016,AMITY ELEMENTARY SCHOOL,YAMHILL ,348,14
2015-2016,AMITY HIGH SCHOOL,YAMHILL ,292,14
2015-2016,AMITY MIDDLE SCHOOL,YAMHILL ,199,9
2015-2016,ANTONIA CRATER ELEMENTARY,YAMHILL ,477,21
2015-2016,BEAR HUGS,YAMHILL ,38,1
2015-2016,BONNIE BENEDICT PRESCHOOL,YAMHILL ,27,0
2015-2016,BUCKLE MY SHOE,YAMHILL ,21,0
2015-2016,BUCKLE MY SHOE TOO,YAMHILL ,12,0
2015-2016,BUEL PRESCHOOL,YAMHILL ,27,1
2015-2016,BUELL ELEMENTARY SCHOOL,YAMHILL ,523,13
2015-2016,C.S. LEWIS ACADEMY  K-6,YAMHILL ,87,9
2015-2016,"C.S. LEWIS ACADEMY, HIGH SCHOOL",YAMHILL ,98,7
2015-2016,"CARE FOR KIDS, INC.",YAMHILL ,33,1
2015-2016,CAROLYN'S CHILDCARE,YAMHILL ,16,0
2015-2016,CATALYST,YAMHILL ,101,1
2015-2016,CHEHALEM VALLEY MIDDLE SCHOOL,YAMHILL ,656,29
2015-2016,CHEHALEM YOUTH & FAMILY SERVICES,YAMHILL ,25,0
2015-2016,COLUMBUS ELEMENTARY SCHOOL,YAMHILL ,516,22
2015-2016,COUNTY FAITH CHRISTIAN ACADEMY,YAMHILL ,32,5
2015-2016,CREATIVE KIDZ,YAMHILL ,38,0
2015-2016,DAYTON GRADE SCHOOL,YAMHILL ,416,14
2015-2016,DAYTON HIGH SCHOOL,YAMHILL ,321,7
2015-2016,DAYTON JR. HIGH SCHOOL,YAMHILL ,224,9
2015-2016,DELPHIAN SCHOOL,YAMHILL ,253,112
2015-2016,DISCOVERY ZONE CHILD DEVELOPMENT CENTER,YAMHILL ,67,5
2015-2016,DUNDEE ELEMENTARY SCHOOL,YAMHILL ,324,15
2015-2016,DUNIWAY MIDDLE SCHOOL,YAMHILL ,717,20
2015-2016,EDWARDS ELEMENTARY SCHOOL,YAMHILL ,450,11
2015-2016,EWING YOUNG ELEMENTARY SCHOOL,YAMHILL ,201,26
2015-2016,FAULCONER-CHAPMAN ELEMENTARY SCHOOL,YAMHILL ,398,1
2015-2016,FAULCONER-CHAPMAN MIDDLE SCHOOL,YAMHILL ,189,3
2015-2016,GRAND RONDE HEADSTART/PRESCHOOL,YAMHILL ,75,0
2015-2016,GRANDHAVEN ELEMENTARY,YAMHILL ,547,14
2015-2016,HEADSTART OF YAMHILL COUNTY,YAMHILL ,410,2
2015-2016,IRVIN FAMILY CHILDCARE,YAMHILL ,13,0
2015-2016,JOAN AUSTIN ELEMENTARY,YAMHILL ,353,20
2015-2016,LEARNING FOR LIFE PRESCHOOL,YAMHILL ,39,0
2015-2016,LET THE BLESSING FLOW,YAMHILL ,15,0
2015-2016,LIFE CHRISTIAN ACADEMY,YAMHILL ,24,0
2015-2016,LIFE IS GOOD PRESCHOOL & CHILD CARE,YAMHILL ,16,0
2015-2016,LINFIELD PRE-KINDERGARTEN,YAMHILL ,74,6
2015-2016,LITTLE LEARNERS INC.,YAMHILL ,21,0
2015-2016,MABEL RUSH ELEMENTARY,YAMHILL ,512,9
2015-2016,MCMINNVILLE ADVENTIST CHRISTIAN SCHOOL,YAMHILL ,64,5
2015-2016,MCMINNVILLE CHRISTIAN SCHOOL,YAMHILL ,113,3
2015-2016,MCMINNVILLE HIGH SCHOOL,YAMHILL ,"1,989",73
2015-2016,MCMINNVILLE MONTESSORI SCHOOL,YAMHILL ,48,3
2015-2016,MEMORIAL ELEMENTARY SCHOOL,YAMHILL ,539,23
2015-2016,MI ESCUELITA,YAMHILL ,33,3
2015-2016,MOUNTAINVIEW MIDDLE SCHOOL,YAMHILL ,534,13
2015-2016,NADINE'S DAYCARE,YAMHILL ,13,0
2015-2016,NEW HOPE PRESCHOOL,YAMHILL ,12,0
2015-2016,NEWBERG HIGH SCHOOL,YAMHILL ,"1,473",38
2015-2016,NEWBY ELEMENTARY SCHOOL,YAMHILL ,555,11
2015-2016,NHS GREAT EXPECTATIONS,YAMHILL ,25,0
2015-2016,OPEN BIBLE LEARNING CENTER,YAMHILL ,45,1
2015-2016,PATTON MIDDLE SCHOOL,YAMHILL ,765,27
2015-2016,PROMISE PRE-SCHOOL,YAMHILL ,14,0
2015-2016,RAQUEL'S CHILDCARE,YAMHILL ,10,0
2015-2016,SHARON CALDWELL,YAMHILL ,12,0
2015-2016,SHERIDAN BAPTIST CHRISTIAN SCHOOL,YAMHILL ,17,14
2015-2016,SHERIDAN HIGH SCHOOL,YAMHILL ,249,0
2015-2016,SHERIDAN JAPANESE SCHOOL,YAMHILL ,89,6
2015-2016,SHERIDAN SPARTAN ACADEMY,YAMHILL ,15,0
2015-2016,SONSHINE KIDS CHRISTIAN PRESCHOOL,YAMHILL ,13,1
2015-2016,ST. JAMES CATHOLIC SCHOOL,YAMHILL ,98,2
2015-2016,ST. JOHN LUTHERAN K-5 & LITTLE LAMBS PRE-SCHOOL,YAMHILL ,57,9
2015-2016,STEPPING STONES DAY CARE,YAMHILL ,15,2
2015-2016,TRINITY LEARNING CENTER,YAMHILL ,23,0
2015-2016,VERITAS SCHOOL,YAMHILL ,221,36
2015-2016,WASCHER ELEMENTARY,YAMHILL ,364,12
2015-2016,WEE CARE CHRISTIAN PRESCHOOL,YAMHILL ,68,1
2015-2016,WILLAMETTE EDUCATION SERVICE DISTRICT,YAMHILL ,98,0
2015-2016,WILLAMINA ELEMENTARY SCHOOL,YAMHILL ,473,15
2015-2016,WILLAMINA HIGH SCHOOL,YAMHILL ,243,11
2015-2016,WILLAMINA MIDDLE SCHOOL,YAMHILL ,130,4
2015-2016,YAMHILL CARLTON ELEMENTARY SCHOOL,YAMHILL ,403,21
2015-2016,YAMHILL CARLTON INTERMEDIATE SCHOOL,YAMHILL ,337,22
2015-2016,YAMHILL-CARLTON HIGH SCHOOL,YAMHILL ,395,17
2015-2016,YMCA CHILD DEVELOPMENT CENTER,YAMHILL ,20,0
2015-2016,"ZION PRESCHOOL, INC.",YAMHILL ,98,6
